Phase,Blue,Red,Score,Winner,Patch,BB1,RB1,BB2,RB2,BB3,RB3,BP1,RP1,RP2,BP2,BP3,RP3,RB4,BB4,RB5,BB5,RP4,BP4,BP5,RP5,BR1,BR2,BR3,BR4,BR5,RR1,RR2,RR3,RR4,RR5,SB,VOD
LPL/2021 Season/Spring Season/Picks and Bans/5-6,LGD Gaming,Rogue Warriors,2 - 1,1,11.3,Nidalee,Olaf,Lillia,Kai'Sa,Zoe,Renekton,Udyr,Graves,Azir,Gnar,Viktor,Tristana,Samira,Alistar,Thresh,Rell,Leona,Lucian,Seraphine,Gangplank,Jungle,Top,Mid,Bot,Support,Jungle,Mid,Bot,Support,Top,SB,https,//youtu.be/0latAebDMO0?t=10593
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Rogue Warriors,LGD Gaming,1 - 1,1,11.3,Olaf,Nidalee,Zoe,Kai'Sa,Gragas,Gnar,Renekton,Udyr,Azir,Lillia,Lucian,Sion,Samira,Thresh,Xayah,Tristana,Rell,Ezreal,Alistar,Jinx,Top,Jungle,Mid,Bot,Support,Jungle,Mid,Top,Support,Bot,SB,https,//youtu.be/0latAebDMO0?t=7274
LPL/2021 Season/Spring Season/Picks and Bans/5-6,LGD Gaming,Rogue Warriors,1 - 0,1,11.3,Nidalee,Thresh,Zoe,Camille,Lillia,Renekton,Kai'Sa,Alistar,Udyr,Gragas,Olaf,Samira,Orianna,Gnar,Syndra,Twisted Fate,Azir,Viktor,Sion,Aatrox,Bot,Support,Jungle,Mid,Top,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/0latAebDMO0?t=4295
LPL/2021 Season/Spring Season/Picks and Bans/5-6,EDward Gaming,Invictus Gaming,0 - 2,2,11.3,Nidalee,Gragas,Gnar,Kai'Sa,Aphelios,Udyr,Lillia,Samira,Rell,Ezreal,Alistar,Olaf,Zoe,Aatrox,Orianna,Quinn,Azir,Renekton,Viktor,Ornn,Jungle,Bot,Support,Top,Mid,Bot,Support,Jungle,Mid,Top,SB,https,//youtu.be/wlFHRfuGxBc?t=17739
LPL/2021 Season/Spring Season/Picks and Bans/5-6,EDward Gaming,Invictus Gaming,0 - 1,2,11.3,Nidalee,Gragas,Gnar,Kai'Sa,Aphelios,Udyr,Samira,Rell,Lillia,Alistar,Hecarim,Xayah,Orianna,Lucian,Zoe,Vayne,Azir,Sion,Syndra,Aatrox,Bot,Support,Jungle,Top,Mid,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/wlFHRfuGxBc?t=14391
LPL/2021 Season/Spring Season/Picks and Bans/5-6,JD Gaming,ThunderTalk Gaming,2 - 1,1,11.3,Samira,Zoe,Nidalee,Twisted Fate,Kai'Sa,Renekton,Azir,Rell,Udyr,Gragas,Dr. Mundo,Syndra,Ezreal,Tristana,Varus,Xayah,Gnar,Gangplank,Jhin,Lucian,Mid,Support,Jungle,Top,Bot,Support,Jungle,Mid,Top,Bot,SB,https,//youtu.be/wlFHRfuGxBc?t=10892
LPL/2021 Season/Spring Season/Picks and Bans/5-6,ThunderTalk Gaming,JD Gaming,1 - 1,1,11.3,Zoe,Samira,Twisted Fate,Kai'Sa,Azir,Nidalee,Renekton,Gnar,Udyr,Sejuani,Camille,Syndra,Tristana,Ezreal,Thresh,Varus,Rell,Galio,Xayah,Vayne,Mid,Jungle,Top,Support,Bot,Top,Jungle,Mid,Support,Bot,SB,https,//youtu.be/wlFHRfuGxBc?t=7951
LPL/2021 Season/Spring Season/Picks and Bans/5-6,ThunderTalk Gaming,JD Gaming,0 - 1,2,11.3,Zoe,Samira,Twisted Fate,Kai'Sa,Azir,Jayce,Renekton,Gragas,Rell,Udyr,Alistar,Graves,Tristana,Senna,Cassiopeia,Varus,Ezreal,Sivir,Syndra,Orianna,Top,Jungle,Support,Bot,Mid,Top,Support,Jungle,Bot,Mid,SB,https,//youtu.be/wlFHRfuGxBc?t=4380
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Royal Never Give Up,Rogue Warriors,2 - 0,1,11.3,Zoe,Kai'Sa,Nidalee,Renekton,Lillia,Olaf,Udyr,Alistar,Graves,Gragas,Tristana,Samira,Orianna,Twisted Fate,Gnar,Galio,Sion,Azir,Camille,Syndra,Jungle,Support,Bot,Mid,Top,Support,Jungle,Bot,Top,Mid,SB,https,//youtu.be/v0nY7jge8J8?t=15014
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Rogue Warriors,Royal Never Give Up,0 - 1,2,11.3,Olaf,Zoe,Orianna,Nidalee,Renekton,Kai'Sa,Samira,Udyr,Alistar,Gragas,Dr. Mundo,Tristana,Rell,Gnar,Syndra,Azir,Twisted Fate,Seraphine,Nautilus,Camille,Bot,Top,Jungle,Mid,Support,Jungle,Support,Bot,Mid,Top,SB,https,//youtu.be/v0nY7jge8J8?t=12378
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Victory Five,Oh My God,2 - 0,1,11.3,Rell,Seraphine,Olaf,Udyr,Twisted Fate,Lillia,Zoe,Kai'Sa,Gnar,Nidalee,Renekton,Galio,Samira,Sett,Aphelios,Graves,Taliyah,Xayah,Alistar,Leona,Mid,Jungle,Top,Bot,Support,Bot,Top,Mid,Jungle,Support,SB,https,//youtu.be/v0nY7jge8J8?t=8621
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Oh My God,Victory Five,0 - 1,2,11.3,Seraphine,Udyr,Renekton,Olaf,Zoe,Gnar,Rell,Kai'Sa,Lillia,Kayn,Samira,Gragas,Twisted Fate,Alistar,Galio,Yone,Sion,Aatrox,Ryze,Tristana,Support,Jungle,Bot,Top,Mid,Bot,Jungle,Support,Top,Mid,SB,https,//youtu.be/v0nY7jge8J8?t=4496
LPL/2021 Season/Spring Season/Picks and Bans/5-6,eStar (Chinese Team),Team WE,0 - 2,2,11.3,Samira,Seraphine,Aphelios,Thresh,Rell,Renekton,Kai'Sa,Udyr,Xayah,Olaf,Twisted Fate,Azir,Gnar,Rakan,Camille,Gangplank,Alistar,Morgana,Gragas,Aatrox,Bot,Jungle,Mid,Support,Top,Jungle,Bot,Mid,Support,Top,SB,https,//youtu.be/Nky4-J-qlvg?t=17236
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Team WE,eStar (Chinese Team),1 - 0,1,11.3,Seraphine,Rell,Thresh,Samira,Twisted Fate,Zoe,Kai'Sa,Udyr,Senna,Gragas,Azir,Tahm Kench,Olaf,Orianna,Lillia,Ryze,Corki,Dr. Mundo,Renekton,Gnar,Bot,Support,Mid,Jungle,Top,Jungle,Bot,Support,Mid,Top,SB,https,//youtu.be/Nky4-J-qlvg?t=14357
LPL/2021 Season/Spring Season/Picks and Bans/5-6,ThunderTalk Gaming,Rare Atom,1 - 2,2,11.3,Zoe,Renekton,Syndra,Kai'Sa,Azir,Udyr,Samira,Alistar,Lillia,Rell,Olaf,Tristana,Zilean,Lucian,Viktor,Orianna,Jayce,Cassiopeia,Sion,Gnar,Bot,Support,Jungle,Mid,Top,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/Nky4-J-qlvg?t=10542
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Rare Atom,ThunderTalk Gaming,1 - 1,1,11.3,Renekton,Zoe,Camille,Syndra,Thresh,Samira,Kai'Sa,Udyr,Lucian,Lillia,Rell,Gragas,Jayce,Gnar,Aatrox,Alistar,Volibear,Sion,Azir,Corki,Bot,Jungle,Support,Top,Mid,Jungle,Bot,Support,Top,Mid,SB,https,//youtu.be/Nky4-J-qlvg?t=7609
LPL/2021 Season/Spring Season/Picks and Bans/5-6,ThunderTalk Gaming,Rare Atom,1 - 0,1,11.3,Zoe,Renekton,Syndra,Kai'Sa,Samira,Camille,Udyr,Azir,Olaf,Corki,Gragas,Aatrox,Jayce,Thresh,Xayah,Rell,Tristana,Gnar,Lucian,Alistar,Jungle,Mid,Support,Top,Bot,Mid,Jungle,Top,Bot,Support,SB,https,//youtu.be/Nky4-J-qlvg?t=4388
LPL/2021 Season/Spring Season/Picks and Bans/5-6,LNG Esports,Top Esports,0 - 2,2,11.3,Renekton,Udyr,Thresh,Olaf,Syndra,Gnar,Kai'Sa,Gragas,Rell,Alistar,Aatrox,Samira,Azir,Jayce,Taliyah,Lucian,Twisted Fate,Nidalee,Orianna,Camille,Bot,Support,Top,Jungle,Mid,Jungle,Support,Bot,Mid,Top,SB,https,//youtu.be/V0-gcsT4hdg?t=14808
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Top Esports,LNG Esports,1 - 0,1,11.3,Olaf,Renekton,Camille,Kai'Sa,Samira,Syndra,Udyr,Rell,Kayn,Aphelios,Thresh,Ezreal,Gangplank,Azir,Gnar,Gragas,Zoe,Twisted Fate,Jayce,Wukong,Jungle,Bot,Support,Mid,Top,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/V0-gcsT4hdg?t=11909
LPL/2021 Season/Spring Season/Picks and Bans/5-6,EDward Gaming,Bilibili Gaming,2 - 0,1,11.3,Jayce,Kai'Sa,Camille,Udyr,Seraphine,Gragas,Samira,Renekton,Rell,Alistar,Lillia,Nidalee,Gnar,Vayne,Gangplank,Ezreal,Senna,Azir,Aatrox,Yone,Bot,Support,Jungle,Mid,Top,Top,Support,Jungle,Bot,Mid,SB,https,//youtu.be/V0-gcsT4hdg?t=8179
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Bilibili Gaming,EDward Gaming,0 - 1,2,11.3,Gragas,Jayce,Thresh,Camille,Renekton,Seraphine,Kai'Sa,Udyr,Rell,Alistar,Gnar,Gangplank,Lillia,Samira,Dr. Mundo,Tristana,Xayah,Graves,Azir,Orianna,Bot,Support,Top,Jungle,Mid,Jungle,Support,Top,Bot,Mid,SB,https,//youtu.be/V0-gcsT4hdg?t=4951
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Team WE,FunPlus Phoenix,2 - 0,1,11.3,Renekton,Kai'Sa,Rell,Udyr,Seraphine,Graves,Olaf,Lillia,Samira,Tristana,Alistar,Leona,Irelia,Kled,Camille,Sett,Ryze,Jayce,Azir,Lucian,Jungle,Bot,Support,Top,Mid,Jungle,Bot,Support,Mid,Top,SB,https,//youtu.be/YwI_3SQ3oO8?t=14786
LPL/2021 Season/Spring Season/Picks and Bans/5-6,FunPlus Phoenix,Team WE,0 - 1,2,11.3,Graves,Renekton,Camille,Seraphine,Azir,Twisted Fate,Kai'Sa,Rell,Udyr,Olaf,Alistar,Samira,Gragas,Orianna,Jayce,Zoe,Cassiopeia,Gnar,Rumble,Irelia,Bot,Jungle,Support,Top,Mid,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/YwI_3SQ3oO8?t=11729
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Suning,JD Gaming,0 - 2,2,11.3,Lillia,Camille,Zoe,Samira,Renekton,Kai'Sa,Olaf,Rell,Gragas,Aphelios,Thresh,Varus,Jayce,Udyr,Gnar,Kindred,Graves,Gangplank,Twisted Fate,Azir,Jungle,Bot,Support,Top,Mid,Support,Top,Bot,Jungle,Mid,SB,https,//youtu.be/YwI_3SQ3oO8?t=7752
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Suning,JD Gaming,0 - 1,2,11.3,Lillia,Camille,Zoe,Samira,Rell,Kai'Sa,Twisted Fate,Udyr,Renekton,Graves,Gragas,Azir,Tristana,Seraphine,Thresh,Miss Fortune,Jhin,Ezreal,Leona,Alistar,Mid,Jungle,Top,Bot,Support,Jungle,Top,Mid,Bot,Support,SB,https,//youtu.be/YwI_3SQ3oO8?t=4145
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Royal Never Give Up,Invictus Gaming,2 - 1,1,11.2,Zoe,Renekton,Twisted Fate,Pantheon,Rell,Olaf,Kai'Sa,Thresh,Lillia,Orianna,Gragas,Aphelios,Graves,Azir,Kindred,Syndra,Lucian,Gnar,Udyr,Gangplank,Bot,Mid,Support,Top,Jungle,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/o4n0tKSpuxY?t=27857
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Royal Never Give Up,Invictus Gaming,1 - 1,1,11.2,Zoe,Renekton,Twisted Fate,Pantheon,Syndra,Gragas,Kai'Sa,Nidalee,Rell,Olaf,Orianna,Azir,Alistar,Samira,Sett,Jayce,Gnar,Leona,Sylas,Xayah,Bot,Jungle,Mid,Support,Top,Jungle,Support,Mid,Top,Bot,SB,https,//youtu.be/o4n0tKSpuxY?t=24801
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Invictus Gaming,Royal Never Give Up,1 - 0,1,11.2,Renekton,Zoe,Kai'Sa,Twisted Fate,Olaf,Pantheon,Nidalee,Lillia,Samira,Rell,Xayah,Alistar,Camille,Viktor,Azir,Orianna,Gnar,Syndra,Jayce,Rumble,Jungle,Support,Bot,Mid,Top,Jungle,Bot,Support,Top,Mid,SB,https,//youtu.be/o4n0tKSpuxY?t=21798
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Victory Five,eStar (Chinese Team),2 - 1,1,11.2,Thresh,Zoe,Xayah,Pantheon,Twisted Fate,Olaf,Kai'Sa,Renekton,Udyr,Graves,Seraphine,Galio,Ornn,Samira,Gragas,Tristana,Jhin,Rell,Gnar,Alistar,Bot,Jungle,Mid,Support,Top,Top,Jungle,Mid,Bot,Support,SB,https,//youtu.be/o4n0tKSpuxY?t=18408
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Victory Five,eStar (Chinese Team),1 - 1,1,11.2,Thresh,Zoe,Xayah,Seraphine,Rell,Pantheon,Kai'Sa,Olaf,Alistar,Udyr,Renekton,Gnar,Sett,Twisted Fate,Leona,Galio,Tristana,Orianna,Bard,Azir,Bot,Jungle,Top,Mid,Support,Jungle,Support,Top,Bot,Mid,SB,https,//youtu.be/o4n0tKSpuxY?t=15650
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Victory Five,eStar (Chinese Team),0 - 1,2,11.2,Thresh,Zoe,Udyr,Seraphine,Xayah,Pantheon,Renekton,Olaf,Kai'Sa,Senna,Rell,Alistar,Lillia,Gragas,Nidalee,Galio,Gnar,Azir,Graves,Twisted Fate,Top,Bot,Support,Mid,Jungle,Jungle,Bot,Support,Top,Mid,SB,https,//youtu.be/o4n0tKSpuxY?t=12677
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Rare Atom,LNG Esports,2 - 0,1,11.2,Gnar,Olaf,Renekton,Pantheon,Aphelios,Kai'Sa,Udyr,Alistar,Samira,Azir,Gragas,Ornn,Vayne,Orianna,Xayah,Lillia,Hecarim,Tristana,Aatrox,LeBlanc,Jungle,Mid,Support,Bot,Top,Support,Bot,Top,Jungle,Mid,SB,https,//youtu.be/o4n0tKSpuxY?t=8359
LPL/2021 Season/Spring Season/Picks and Bans/5-6,LNG Esports,Rare Atom,0 - 1,2,11.2,Syndra,Renekton,Zoe,Gnar,Pantheon,Kai'Sa,Olaf,Aphelios,Thresh,Azir,Camille,Udyr,Seraphine,Twisted Fate,Samira,Aatrox,Gragas,Kalista,Jarvan IV,Lucian,Jungle,Mid,Top,Bot,Support,Bot,Support,Jungle,Top,Mid,SB,https,//youtu.be/o4n0tKSpuxY?t=4510
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Top Esports,FunPlus Phoenix,0 - 2,2,11.2,Renekton,Zoe,Twisted Fate,Gragas,Olaf,Samira,Pantheon,Kai'Sa,Taliyah,Senna,Syndra,Rell,Alistar,Sett,Seraphine,Gnar,Kled,Camille,Tahm Kench,Kennen,Jungle,Bot,Mid,Top,Support,Bot,Jungle,Support,Mid,Top,SB,https,//youtu.be/9l11h4HLiKk?t=23974
LPL/2021 Season/Spring Season/Picks and Bans/5-6,FunPlus Phoenix,Top Esports,1 - 0,1,11.2,Zoe,Olaf,Samira,Renekton,Gragas,Twisted Fate,Pantheon,Kai'Sa,Udyr,Xayah,Rell,Orianna,Ryze,Alistar,Camille,Seraphine,Leona,Gnar,Rumble,Gangplank,Jungle,Bot,Support,Top,Mid,Bot,Jungle,Mid,Support,Top,SB,https,//youtu.be/9l11h4HLiKk?t=21162
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Team WE,JD Gaming,0 - 2,2,11.2,Twisted Fate,Samira,Udyr,Kai'Sa,Zoe,Alistar,Pantheon,Azir,Olaf,Leona,Orianna,Rell,Camille,Varus,Tristana,Senna,Jhin,Renekton,Vayne,Gragas,Jungle,Support,Mid,Top,Bot,Mid,Jungle,Support,Bot,Top,SB,https,//youtu.be/9l11h4HLiKk?t=17462
LPL/2021 Season/Spring Season/Picks and Bans/5-6,JD Gaming,Team WE,1 - 0,1,11.2,Samira,Twisted Fate,Thresh,Kai'Sa,Alistar,Zoe,Udyr,Orianna,Senna,Varus,Azir,Olaf,Aatrox,Camille,Seraphine,Leona,Gragas,Renekton,Rell,Gnar,Jungle,Bot,Mid,Top,Support,Mid,Bot,Jungle,Support,Top,SB,https,//youtu.be/9l11h4HLiKk?t=14686
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Bilibili Gaming,Oh My God,1 - 2,2,11.2,Renekton,Twisted Fate,Olaf,Pantheon,Aphelios,Camille,Kai'Sa,Rell,Udyr,Graves,Zoe,Samira,Alistar,Azir,Gnar,Orianna,Galio,Gragas,Leona,Aatrox,Bot,Jungle,Mid,Top,Support,Support,Jungle,Bot,Mid,Top,SB,https,//youtu.be/9l11h4HLiKk?t=10693
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Oh My God,Bilibili Gaming,1 - 1,1,11.2,Twisted Fate,Kai'Sa,Pantheon,Renekton,Samira,Zoe,Olaf,Trundle,Leona,Aphelios,Thresh,Miss Fortune,Orianna,Syndra,Aatrox,Ekko,Azir,Ryze,Gnar,Gangplank,Jungle,Bot,Support,Mid,Top,Jungle,Support,Bot,Mid,Top,SB,https,//youtu.be/9l11h4HLiKk?t=7252
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Bilibili Gaming,Oh My God,1 - 0,1,11.2,Zoe,Twisted Fate,Renekton,Olaf,Pantheon,Kai'Sa,Samira,Taliyah,Alistar,Udyr,Rell,Galio,Orianna,Vayne,Azir,Xayah,Tristana,Sylas,Gnar,Camille,Bot,Jungle,Support,Mid,Top,Jungle,Support,Mid,Bot,Top,SB,https,//youtu.be/9l11h4HLiKk?t=4301
LPL/2021 Season/Spring Season/Picks and Bans/5-6,EDward Gaming,Suning,2 - 0,1,11.2,Camille,Pantheon,Gangplank,Gnar,Aphelios,Renekton,Kai'Sa,Xayah,Udyr,Olaf,Gragas,Aatrox,Jayce,Rakan,Zoe,Orianna,Rell,Alistar,Syndra,Azir,Bot,Jungle,Top,Support,Mid,Bot,Jungle,Top,Support,Mid,SB,https,//youtu.be/7B-qqubPpw4?t=15199
LPL/2021 Season/Spring Season/Picks and Bans/5-6,EDward Gaming,Suning,1 - 0,1,11.2,Camille,Pantheon,Gangplank,Gnar,Aphelios,Renekton,Kai'Sa,Xayah,Udyr,Olaf,Gragas,Aatrox,Jayce,Rakan,Leona,Azir,Rell,Alistar,Orianna,Viktor,Bot,Jungle,Top,Support,Mid,Bot,Jungle,Top,Support,Mid,SB,https,//youtu.be/7B-qqubPpw4?t=11934
LPL/2021 Season/Spring Season/Picks and Bans/5-6,ThunderTalk Gaming,LGD Gaming,0 - 2,2,11.2,Twisted Fate,Nidalee,Pantheon,Renekton,Galio,Seraphine,Udyr,Aphelios,Thresh,Kai'Sa,Alistar,Olaf,Zilean,Gnar,Azir,Syndra,Zoe,Orianna,Camille,Gragas,Jungle,Bot,Support,Mid,Top,Bot,Support,Jungle,Mid,Top,SB,https,//youtu.be/7B-qqubPpw4?t=7819
LPL/2021 Season/Spring Season/Picks and Bans/5-6,LGD Gaming,ThunderTalk Gaming,1 - 0,1,11.2,Nidalee,Twisted Fate,Gnar,Zoe,Udyr,Olaf,Renekton,Kai'Sa,Pantheon,Taliyah,Rell,Lillia,Syndra,Alistar,Samira,Gragas,Ornn,Vayne,Azir,Thresh,Top,Jungle,Support,Bot,Mid,Bot,Mid,Jungle,Top,Support,SB,https,//youtu.be/7B-qqubPpw4?t=4314
LPL/2021 Season/Spring Season/Picks and Bans/5-6,LNG Esports,FunPlus Phoenix,0 - 2,2,11.2,Lillia,Pantheon,Taliyah,Olaf,Kai'Sa,Seraphine,Udyr,Renekton,Nidalee,Gnar,Tristana,Rell,Alistar,Gangplank,Leona,Jayce,Samira,Gragas,Azir,Camille,Jungle,Top,Bot,Support,Mid,Mid,Jungle,Support,Bot,Top,SB,https,//youtu.be/Ry5xGPYjSu4?t=13704
LPL/2021 Season/Spring Season/Picks and Bans/5-6,FunPlus Phoenix,LNG Esports,1 - 0,1,11.2,Seraphine,Kai'Sa,Camille,Olaf,Gnar,Pantheon,Renekton,Taliyah,Ornn,Lillia,Rell,Alistar,Xayah,Tristana,Vayne,Samira,Sett,Jhin,Gangplank,Kalista,Mid,Jungle,Support,Bot,Top,Jungle,Top,Support,Mid,Bot,SB,https,//youtu.be/Ry5xGPYjSu4?t=10517
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Invictus Gaming,Oh My God,2 - 0,1,11.2,Taliyah,Gnar,Renekton,Nidalee,Zoe,Pantheon,Olaf,Gragas,Kai'Sa,Samira,Rell,Udyr,Twisted Fate,Alistar,Azir,Camille,Orianna,Rumble,Galio,Leona,Jungle,Bot,Support,Top,Mid,Top,Bot,Jungle,Mid,Support,SB,https,//youtu.be/Ry5xGPYjSu4?t=7092
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Invictus Gaming,Oh My God,1 - 0,1,11.2,Taliyah,Gnar,Renekton,Nidalee,Zoe,Pantheon,Olaf,Kai'Sa,Graves,Xayah,Gragas,Orianna,Twisted Fate,Jayce,Azir,Camille,Rell,Thresh,Syndra,Aatrox,Jungle,Bot,Top,Support,Mid,Bot,Jungle,Mid,Support,Top,SB,https,//youtu.be/Ry5xGPYjSu4?t=4337
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Rogue Warriors,JD Gaming,0 - 2,2,11.2,Udyr,Nidalee,Twisted Fate,Renekton,Kai'Sa,Samira,Zoe,Pantheon,Orianna,Olaf,Leona,Gnar,Jayce,Thresh,Ornn,Senna,Sett,Sylas,Xayah,Ezreal,Mid,Jungle,Support,Top,Bot,Jungle,Mid,Top,Support,Bot,SB,https,//youtu.be/1pfGSjN2LCc?t=18944
LPL/2021 Season/Spring Season/Picks and Bans/5-6,JD Gaming,Rogue Warriors,1 - 0,1,11.2,Nidalee,Udyr,Taliyah,Twisted Fate,Renekton,Kai'Sa,Zoe,Orianna,Leona,Aphelios,Thresh,Samira,Olaf,Gnar,Pantheon,Gragas,Graves,Camille,Lillia,Ornn,Mid,Bot,Support,Top,Jungle,Mid,Support,Bot,Jungle,Top,SB,https,//youtu.be/1pfGSjN2LCc?t=15696
LPL/2021 Season/Spring Season/Picks and Bans/5-6,eStar (Chinese Team),ThunderTalk Gaming,1 - 2,2,11.2,Renekton,Twisted Fate,Aphelios,Pantheon,Camille,Udyr,Kai'Sa,Olaf,Xayah,Graves,Gragas,Gnar,Jayce,Rakan,Irelia,Leona,Rell,Orianna,Sett,Azir,Bot,Jungle,Top,Mid,Support,Jungle,Bot,Top,Support,Mid,SB,https,//youtu.be/1pfGSjN2LCc?t=11263
LPL/2021 Season/Spring Season/Picks and Bans/5-6,ThunderTalk Gaming,eStar (Chinese Team),1 - 1,2,11.2,Twisted Fate,Nidalee,Pantheon,Elise,Camille,Olaf,Renekton,Kai'Sa,Udyr,Sejuani,Xayah,Gnar,Irelia,Zoe,Rakan,Sett,Orianna,Azir,Leona,Rell,Top,Jungle,Bot,Mid,Support,Bot,Jungle,Top,Mid,Support,SB,https,//youtu.be/1pfGSjN2LCc?t=8208
LPL/2021 Season/Spring Season/Picks and Bans/5-6,eStar (Chinese Team),ThunderTalk Gaming,0 - 1,2,11.2,Renekton,Twisted Fate,Aphelios,Pantheon,Nidalee,Olaf,Udyr,Camille,Kai'Sa,Xayah,Orianna,Sejuani,Gnar,Galio,Thresh,Azir,Leona,Gragas,Alistar,Syndra,Jungle,Bot,Mid,Top,Support,Top,Bot,Jungle,Support,Mid,SB,https,//youtu.be/1pfGSjN2LCc?t=4281
LPL/2021 Season/Spring Season/Picks and Bans/5-6,EDward Gaming,Victory Five,2 - 0,1,11.2,Zoe,Olaf,Senna,Pantheon,Renekton,Kai'Sa,Udyr,Camille,Galio,Gragas,Samira,Vayne,Rell,Taliyah,Orianna,Graves,Nocturne,Alistar,Azir,Syndra,Jungle,Top,Bot,Support,Mid,Top,Support,Bot,Jungle,Mid,SB,https,//youtu.be/AKc5uLIJs9w?t=16631
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Victory Five,EDward Gaming,0 - 1,2,11.2,Olaf,Zoe,Gragas,Pantheon,Twisted Fate,Lillia,Renekton,Kai'Sa,Udyr,Senna,Galio,Gnar,Taliyah,Rell,Nidalee,Sett,Alistar,Leona,Graves,Orianna,Top,Bot,Mid,Support,Jungle,Bot,Jungle,Top,Support,Mid,SB,https,//youtu.be/AKc5uLIJs9w?t=12979
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Team WE,Rare Atom,0 - 2,2,11.2,Azir,Zoe,Samira,Kai'Sa,Nidalee,Aphelios,Olaf,Orianna,Pantheon,Syndra,Xayah,Leona,Alistar,Ornn,Rell,Gnar,Renekton,Gragas,Sett,Vayne,Jungle,Mid,Bot,Top,Support,Mid,Jungle,Support,Top,Bot,SB,https,//youtu.be/AKc5uLIJs9w?t=8559
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Rare Atom,Team WE,1 - 0,1,11.2,Olaf,Nidalee,Camille,Samira,Zoe,Leona,Kai'Sa,Pantheon,Xayah,Udyr,Azir,Syndra,Gnar,Rakan,Ornn,Gragas,Renekton,Aatrox,Alistar,Nautilus,Bot,Jungle,Mid,Top,Support,Jungle,Bot,Mid,Top,Support,SB,https,//youtu.be/AKc5uLIJs9w?t=5421
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Bilibili Gaming,Royal Never Give Up,2 - 1,1,11.2,Gragas,Zoe,Renekton,Camille,Aphelios,Kai'Sa,Samira,Alistar,Pantheon,Olaf,Leona,Xayah,Jayce,Orianna,Ornn,Lucian,Syndra,Sylas,Gnar,Twisted Fate,Bot,Jungle,Support,Mid,Top,Support,Jungle,Bot,Top,Mid,SB,https,//youtu.be/bTPjTG1r3Bs?t=17338
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Royal Never Give Up,Bilibili Gaming,1 - 1,2,11.2,Zoe,Gragas,Camille,Renekton,Graves,Kai'Sa,Aphelios,Pantheon,Thresh,Olaf,Orianna,Varus,Alistar,Gangplank,Gnar,Syndra,Azir,Rumble,Morgana,Jayce,Bot,Jungle,Mid,Top,Support,Jungle,Support,Bot,Mid,Top,SB,https,//youtu.be/bTPjTG1r3Bs?t=13954
LPL/2021 Season/Spring Season/Picks and Bans/5-6,Royal Never Give Up,Bilibili Gaming,1 - 0,1,11.2,Zoe,Gragas,Camille,Renekton,Graves,Alistar,Kai'Sa,Olaf,Thresh,Pantheon,Orianna,Aphelios,Leona,Gangplank,Rell,Jayce,Syndra,Sett,Gnar,Ornn,Bot,Jungle,Mid,Support,Top,Jungle,Support,Bot,Mid,Top,SB,https,//youtu.be/bTPjTG1r3Bs?t=11170
LPL/2021 Season/Spring Season/Picks and Bans/5-6,LGD Gaming,Suning,0 - 2,2,11.2,Camille,Zoe,Renekton,Gnar,Aphelios,Pantheon,Udyr,Olaf,Kai'Sa,Xayah,Gragas,Rell,Ornn,Aatrox,Syndra,Azir,Orianna,Viktor,Alistar,Gangplank,Jungle,Bot,Top,Mid,Support,Jungle,Bot,Support,Mid,Top,SB,https,//youtu.be/bTPjTG1r3Bs?t=7347
